Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (°C),Season,Household Size
135,Dishwasher,0.74,08:19,2023-06-22,37.2,Spring,2
417,TV,0.72,21:54,2023-02-28,12.5,Winter,3
295,TV,1.29,09:24,2023-01-31,1.8,Winter,4
272,Dishwasher,0.81,15:51,2023-08-05,27.9,Summer,5
274,Dishwasher,1.74,20:50,2023-08-03,-4.1,Summer,4
215,Dishwasher,1.67,16:42,2023-11-19,37.7,Fall,4
159,Oven,1.62,14:23,2023-09-15,8.6,Summer,1
467,Washing Machine,1.06,05:35,2023-02-18,34.3,Winter,2
413,Oven,1.59,19:47,2023-06-06,20.9,Spring,4
156,Oven,1.67,02:07,2023-11-24,8.2,Fall,5
57,Heater,3.38,11:32,2023-09-21,33.9,Summer,4
148,Dishwasher,1.6,11:24,2023-11-17,11.9,Fall,2
101,Washing Machine,0.38,15:06,2023-02-10,35.6,Winter,5
134,Microwave,1.24,10:31,2023-06-02,-1.2,Spring,4
254,Computer,1.83,01:53,2023-10-28,1.6,Fall,3
280,Microwave,1.13,23:01,2023-06-29,8.8,Spring,5
193,Air Conditioning,2.4,02:04,2023-03-17,-5.7,Winter,1
322,Lights,1.58,05:56,2023-05-23,-7.5,Spring,2
135,Heater,4.15,13:07,2023-01-13,0.4,Winter,5
250,Lights,1.65,00:00,2023-11-10,4.2,Fall,5
353,Computer,0.87,01:05,2023-08-31,-8.1,Summer,3
362,Computer,0.3,17:11,2023-12-26,0.3,Fall,5
351,Air Conditioning,2.62,06:32,2023-09-11,35.4,Summer,2
301,Fridge,0.12,04:27,2023-08-23,12.0,Summer,2
191,Lights,1.68,08:07,2023-04-15,-0.5,Spring,1
33,Computer,0.43,05:51,2023-04-03,18.9,Spring,1
403,Air Conditioning,2.04,08:09,2023-02-15,-9.9,Winter,5
88,Microwave,1.46,03:54,2023-04-17,10.8,Spring,5
32,Oven,1.22,16:55,2023-07-05,4.3,Summer,4
342,Computer,1.44,23:51,2023-06-11,4.1,Spring,4
433,Oven,1.55,19:16,2023-01-12,27.6,Winter,5
348,Dishwasher,0.27,09:04,2023-10-24,19.0,Fall,4
38,Computer,1.04,09:37,2023-12-16,36.2,Fall,3
462,Microwave,1.92,10:17,2023-05-12,20.3,Spring,2
110,Microwave,1.15,13:41,2023-05-08,17.5,Spring,2
421,TV,0.78,11:46,2023-11-03,-6.2,Fall,1
127,Dishwasher,1.99,17:28,2023-10-24,12.0,Fall,1
277,Air Conditioning,4.27,05:05,2023-06-23,-5.6,Spring,3
148,Heater,2.93,14:37,2023-03-28,1.2,Winter,2
428,Lights,0.93,23:27,2023-03-23,-3.5,Winter,3
37,Computer,1.95,23:02,2023-02-28,28.5,Winter,5
55,Lights,0.89,06:34,2023-12-29,23.4,Fall,3
170,Fridge,0.38,23:08,2023-09-12,15.1,Summer,4
245,TV,1.67,02:54,2023-08-26,20.5,Summer,5
252,Microwave,0.66,02:38,2023-02-20,12.3,Winter,4
348,Dishwasher,0.63,17:11,2023-08-07,21.5,Summer,5
182,Heater,2.98,15:49,2023-02-05,18.4,Winter,5
243,TV,0.59,18:35,2023-08-01,21.3,Summer,5
22,Dishwasher,1.58,23:03,2023-09-08,18.2,Summer,1
273,Washing Machine,0.99,10:59,2023-12-27,27.4,Fall,4
215,Lights,0.29,22:04,2023-01-04,10.0,Winter,2
66,Dishwasher,0.91,20:54,2023-04-01,-8.5,Spring,1
145,TV,0.53,14:27,2023-03-19,-8.0,Winter,3
359,Heater,2.3,22:43,2023-04-25,18.7,Spring,5
324,Heater,4.31,22:37,2023-09-20,26.2,Summer,4
136,Fridge,0.34,19:07,2023-12-28,-9.3,Fall,2
48,TV,0.94,18:14,2023-07-03,30.2,Summer,5
276,Dishwasher,0.29,03:08,2023-04-06,3.2,Spring,4
92,Microwave,0.94,05:04,2023-05-28,7.1,Spring,4
362,Dishwasher,1.45,06:02,2023-02-05,28.5,Winter,5
265,Microwave,0.95,02:14,2023-05-20,15.9,Spring,5
377,Washing Machine,0.55,02:30,2023-10-07,5.7,Fall,3
124,Washing Machine,0.83,01:20,2023-12-21,23.7,Fall,2
247,Fridge,0.34,12:34,2023-07-15,37.8,Summer,2
305,Dishwasher,0.97,06:32,2023-06-25,23.0,Spring,5
318,Washing Machine,1.9,14:22,2023-05-09,25.1,Spring,2
106,Dishwasher,1.61,05:56,2023-11-24,6.4,Fall,5
113,Washing Machine,0.57,20:29,2023-01-18,2.3,Winter,5
263,Fridge,0.47,17:55,2023-11-06,2.8,Fall,1
351,Air Conditioning,4.04,16:30,2023-01-26,28.7,Winter,1
225,Computer,1.42,11:04,2023-10-07,3.3,Fall,3
8,Computer,1.53,21:06,2023-12-16,33.1,Fall,3
225,Oven,0.37,11:16,2023-09-09,9.8,Summer,1
456,Computer,0.33,12:22,2023-10-11,28.5,Fall,2
85,Microwave,1.43,04:20,2023-02-14,36.4,Winter,2
94,Fridge,0.24,05:28,2023-03-06,39.1,Winter,5
179,Heater,3.7,02:11,2023-03-19,37.7,Winter,2
487,Oven,1.64,21:28,2023-12-12,-4.0,Fall,5
402,Washing Machine,1.17,14:04,2023-08-18,31.5,Summer,2
458,Oven,1.42,02:55,2023-12-17,1.4,Fall,5
206,Computer,1.43,10:47,2023-07-27,-3.9,Summer,5
205,Fridge,0.31,17:16,2023-12-29,15.4,Fall,1
384,Oven,1.6,20:24,2023-01-06,39.1,Winter,4
442,Microwave,0.61,05:29,2023-01-11,23.9,Winter,3
106,Computer,0.89,02:18,2023-12-28,17.2,Fall,3
112,Washing Machine,1.73,15:57,2023-03-05,20.3,Winter,4
271,Dishwasher,1.42,04:57,2023-11-04,-3.1,Fall,3
13,Oven,1.74,06:13,2023-07-18,13.9,Summer,3
183,Oven,1.36,08:32,2023-01-01,30.7,Winter,1
396,Computer,0.29,14:04,2023-06-28,38.4,Spring,4
485,Microwave,1.1,21:08,2023-01-14,-4.8,Winter,5
237,Oven,1.54,10:11,2023-12-16,24.6,Fall,5
153,Computer,1.07,13:33,2023-04-20,28.0,Spring,3
432,Dishwasher,1.72,21:42,2023-12-16,36.1,Fall,4
56,Dishwasher,1.98,08:37,2023-08-10,39.7,Summer,5
47,Washing Machine,1.14,12:12,2023-08-23,12.3,Summer,5
479,Fridge,0.29,10:00,2023-04-12,12.9,Spring,1
166,Lights,1.04,09:48,2023-01-30,8.2,Winter,2
228,Dishwasher,0.25,20:04,2023-06-27,37.8,Spring,3
232,Dishwasher,1.43,19:43,2023-09-14,25.2,Summer,5
134,Heater,3.69,22:12,2023-05-29,-1.7,Spring,5
495,Dishwasher,1.19,13:45,2023-10-02,8.2,Fall,4
382,Microwave,0.82,19:47,2023-11-23,23.1,Fall,3
64,Heater,3.99,01:12,2023-07-17,31.3,Summer,5
401,Washing Machine,0.62,13:23,2023-09-28,-5.5,Summer,5
246,Heater,2.81,21:57,2023-06-07,-7.9,Spring,5
229,Dishwasher,1.55,02:58,2023-09-23,10.7,Summer,3
168,Air Conditioning,3.8,19:32,2023-02-26,35.2,Winter,4
383,Lights,0.62,14:23,2023-03-20,12.6,Winter,5
88,Heater,2.61,14:12,2023-01-24,-2.9,Winter,5
239,Air Conditioning,3.26,12:28,2023-08-23,32.6,Summer,2
205,Air Conditioning,4.42,00:50,2023-01-28,-2.0,Winter,1
165,Microwave,1.41,15:50,2023-07-03,27.9,Summer,3
247,Oven,1.71,08:08,2023-10-03,20.8,Fall,4
298,Computer,0.71,00:21,2023-12-22,35.1,Fall,2
9,Computer,1.65,03:57,2023-06-12,23.5,Spring,1
454,Heater,3.96,08:34,2023-08-08,39.6,Summer,5
328,Fridge,0.49,03:18,2023-11-18,13.6,Fall,5
305,Air Conditioning,2.17,02:16,2023-09-23,8.8,Summer,4
23,Air Conditioning,4.67,00:34,2023-07-17,-1.8,Summer,4
82,Washing Machine,1.74,11:30,2023-08-11,29.6,Summer,5
276,Lights,1.36,19:18,2023-02-02,-7.1,Winter,5
80,TV,1.41,20:26,2023-05-17,-5.3,Spring,4
79,Lights,1.57,19:48,2023-11-23,17.1,Fall,1
238,Oven,1.16,19:25,2023-02-18,5.2,Winter,3
264,Computer,1.08,12:42,2023-08-27,5.9,Summer,2
182,Microwave,1.38,22:26,2023-07-04,8.0,Summer,1
19,Oven,1.27,19:11,2023-04-07,4.2,Spring,1
349,Computer,1.84,05:11,2023-05-24,34.4,Spring,1
434,Washing Machine,0.3,12:38,2023-04-18,16.6,Spring,5
6,Heater,2.64,08:23,2023-09-24,5.9,Summer,2
80,Air Conditioning,3.95,20:30,2023-11-22,2.6,Fall,4
212,Fridge,0.19,04:20,2023-08-27,5.5,Summer,4
495,Lights,1.38,04:34,2023-12-08,16.0,Fall,2
163,Computer,0.42,12:56,2023-05-18,38.0,Spring,3
433,Lights,0.39,02:17,2023-02-02,33.3,Winter,2
211,Microwave,0.65,23:39,2023-05-07,-5.3,Spring,3
417,Fridge,0.3,08:46,2023-03-09,17.9,Winter,4
328,Washing Machine,1.88,04:41,2023-08-13,34.4,Summer,4
223,Computer,1.95,15:33,2023-08-18,28.3,Summer,4
263,Microwave,1.2,01:37,2023-10-23,26.8,Fall,2
355,Washing Machine,0.38,21:57,2023-10-27,-0.3,Fall,2
344,Fridge,0.27,12:17,2023-08-14,2.6,Summer,1
248,Lights,1.23,04:51,2023-11-20,13.2,Fall,2
476,Washing Machine,1.88,02:36,2023-11-20,1.4,Fall,2
215,Microwave,0.53,23:37,2023-03-11,-7.1,Winter,4
435,Heater,3.19,07:55,2023-01-10,-6.4,Winter,4
329,Dishwasher,1.92,23:40,2023-11-16,28.6,Fall,4
131,Air Conditioning,4.1,10:18,2023-04-26,-5.6,Spring,4
158,Fridge,0.32,00:56,2023-06-06,-6.0,Spring,2
289,Oven,0.33,17:13,2023-03-12,3.1,Winter,2
465,Microwave,1.87,12:49,2023-09-23,9.7,Summer,3
156,Fridge,0.4,07:17,2023-11-04,-2.6,Fall,5
376,TV,1.74,12:42,2023-06-29,18.2,Spring,5
442,Heater,2.79,12:27,2023-06-23,24.3,Spring,4
329,Oven,0.96,21:13,2023-08-10,36.1,Summer,3
36,Microwave,1.34,08:41,2023-03-11,-5.0,Winter,3
359,Air Conditioning,3.15,06:50,2023-04-19,19.1,Spring,1
485,Fridge,0.29,14:45,2023-01-30,1.2,Winter,5
34,Microwave,0.35,09:41,2023-12-09,12.5,Fall,2
37,TV,1.18,19:52,2023-04-06,29.9,Spring,2
177,Heater,4.55,14:34,2023-12-22,33.3,Fall,3
455,Air Conditioning,3.62,11:58,2023-12-08,-5.5,Fall,3
364,Fridge,0.18,04:52,2023-04-22,30.3,Spring,5
105,Oven,0.62,01:14,2023-02-06,35.5,Winter,5
248,Oven,1.75,16:39,2023-12-04,31.1,Fall,5
226,Oven,0.46,15:08,2023-11-26,30.1,Fall,5
20,Air Conditioning,2.07,22:42,2023-10-20,10.9,Fall,2
116,Lights,1.14,03:17,2023-11-12,33.6,Fall,2
205,Air Conditioning,3.53,01:59,2023-04-18,10.1,Spring,1
8,Oven,1.39,22:45,2023-11-02,4.5,Fall,2
39,Computer,0.67,08:27,2023-12-06,-9.0,Fall,5
304,Heater,3.83,11:26,2023-07-31,22.5,Summer,3
354,Oven,1.92,19:51,2023-01-23,1.0,Winter,4
181,Heater,2.99,15:56,2023-02-09,22.0,Winter,4
476,Microwave,0.41,01:39,2023-06-28,30.5,Spring,4
220,Microwave,0.51,00:54,2023-06-17,38.4,Spring,5
451,TV,1.31,22:26,2023-01-15,25.8,Winter,1
363,Air Conditioning,4.95,17:19,2023-04-19,26.2,Spring,2
84,Air Conditioning,3.9,00:45,2023-09-21,6.9,Summer,2
286,Lights,1.01,22:35,2023-12-15,1.2,Fall,3
22,Computer,1.15,19:40,2023-04-26,26.5,Spring,1
46,Lights,1.45,09:39,2023-05-21,29.3,Spring,1
457,Air Conditioning,4.15,14:34,2023-09-27,-0.1,Summer,4
428,Computer,0.29,04:24,2023-03-06,17.9,Winter,2
116,Computer,0.41,04:55,2023-01-31,10.5,Winter,2
363,Computer,0.38,18:19,2023-10-01,-3.4,Fall,2
29,Oven,0.56,10:20,2023-01-17,-5.9,Winter,3
493,Microwave,1.73,22:23,2023-01-30,13.1,Winter,2
328,Dishwasher,0.42,02:13,2023-02-19,2.3,Winter,4
325,Lights,0.83,23:46,2023-08-28,1.9,Summer,1
23,Air Conditioning,4.16,00:52,2023-05-09,23.7,Spring,1
295,Dishwasher,1.74,06:45,2023-07-30,-7.7,Summer,3
134,Oven,1.76,17:15,2023-03-01,39.2,Winter,1
349,Washing Machine,1.05,18:02,2023-11-18,8.4,Fall,5
72,Dishwasher,1.79,19:30,2023-12-10,8.2,Fall,2
104,Washing Machine,1.4,09:24,2023-08-11,0.3,Summer,3
47,Air Conditioning,3.11,18:22,2023-12-12,7.1,Fall,5
450,Computer,0.2,01:49,2023-07-15,8.1,Summer,5
331,Air Conditioning,4.36,08:46,2023-11-23,18.9,Fall,1
406,Washing Machine,1.08,16:45,2023-12-11,20.8,Fall,1
299,Washing Machine,0.24,09:53,2023-07-11,10.1,Summer,2
157,Computer,1.99,06:22,2023-11-29,0.9,Fall,4
73,Microwave,0.49,19:48,2023-04-23,36.6,Spring,3
307,Air Conditioning,2.65,02:47,2023-03-11,10.8,Winter,2
245,Washing Machine,0.46,04:20,2023-03-09,7.3,Winter,4
458,Dishwasher,1.69,20:54,2023-10-21,34.2,Fall,2
318,Lights,1.71,10:11,2023-09-29,4.5,Summer,4
452,Oven,0.9,03:53,2023-09-14,2.8,Summer,1
394,Fridge,0.47,12:25,2023-02-23,16.3,Winter,4
340,Washing Machine,1.61,20:09,2023-01-29,18.8,Winter,4
487,Heater,2.31,15:37,2023-02-22,7.2,Winter,2
376,Computer,1.43,02:49,2023-11-24,9.2,Fall,3
139,Fridge,0.44,00:38,2023-06-28,35.7,Spring,1
481,Dishwasher,1.56,05:32,2023-03-14,3.2,Winter,3
326,Computer,1.69,01:17,2023-05-11,-9.1,Spring,4
484,Computer,0.73,09:31,2023-05-24,8.9,Spring,5
463,Fridge,0.1,15:50,2023-06-12,-1.1,Spring,3
288,Microwave,1.55,17:33,2023-02-25,31.2,Winter,3
249,Oven,0.9,00:18,2023-02-11,18.2,Winter,2
18,Oven,1.48,10:40,2023-07-05,14.7,Summer,5
230,Lights,0.41,14:32,2023-04-28,39.6,Spring,3
33,TV,0.37,18:30,2023-05-25,11.2,Spring,4
333,TV,0.68,21:06,2023-12-11,29.4,Fall,4
117,Fridge,0.48,02:09,2023-12-22,36.3,Fall,2
181,Oven,1.53,21:41,2023-02-28,-4.5,Winter,3
93,Air Conditioning,2.56,11:35,2023-09-04,16.9,Summer,3
206,Oven,0.28,02:28,2023-11-16,5.5,Fall,3
48,Microwave,0.74,07:08,2023-11-30,14.9,Fall,1
434,Dishwasher,1.55,07:33,2023-02-15,36.4,Winter,2
28,Fridge,0.38,23:22,2023-10-01,10.7,Fall,5
46,Air Conditioning,3.03,10:34,2023-01-28,15.0,Winter,5
21,Lights,1.42,08:33,2023-07-05,27.0,Summer,2
107,Computer,0.33,09:33,2023-08-27,-7.4,Summer,4
323,Dishwasher,0.58,11:33,2023-01-27,31.2,Winter,3
461,Lights,0.39,09:45,2023-04-03,39.3,Spring,1
498,Air Conditioning,3.91,18:40,2023-01-01,5.7,Winter,1
361,Microwave,0.97,00:58,2023-10-07,-9.4,Fall,3
286,Microwave,0.57,02:53,2023-12-15,19.9,Fall,1
299,Oven,1.02,01:26,2023-08-20,-6.3,Summer,3
68,Dishwasher,0.46,19:42,2023-12-27,9.2,Fall,2
186,Lights,1.46,20:41,2023-03-20,13.3,Winter,1
258,Lights,1.69,22:13,2023-08-04,12.0,Summer,3
358,Fridge,0.44,02:23,2023-11-25,-6.4,Fall,3
271,TV,0.47,17:25,2023-10-18,-6.4,Fall,4
75,Computer,1.1,11:33,2023-02-10,-1.1,Winter,4
445,TV,1.73,17:01,2023-10-12,-0.2,Fall,1
377,Washing Machine,1.96,21:11,2023-05-18,8.1,Spring,1
153,TV,1.65,03:16,2023-02-19,35.5,Winter,4
332,Fridge,0.27,09:43,2023-02-26,2.7,Winter,2
378,Dishwasher,0.25,08:10,2023-10-09,21.9,Fall,5
67,Microwave,0.94,04:17,2023-03-26,30.1,Winter,2
128,Computer,0.96,05:56,2023-11-09,-8.6,Fall,2
207,Washing Machine,0.3,01:18,2023-11-18,28.8,Fall,1
353,TV,1.78,10:39,2023-09-15,12.7,Summer,5
87,Computer,1.8,06:34,2023-07-04,-7.5,Summer,4
320,Computer,1.58,22:03,2023-04-19,3.9,Spring,3
425,Dishwasher,0.81,19:10,2023-10-06,21.7,Fall,3
74,Computer,1.66,12:11,2023-01-04,-3.7,Winter,3
380,Washing Machine,1.09,23:59,2023-03-08,3.4,Winter,1
287,Computer,1.07,17:22,2023-05-14,35.2,Spring,5
421,Computer,1.57,05:32,2023-11-16,38.8,Fall,4
69,Computer,1.44,20:09,2023-07-13,-3.2,Summer,3
81,Lights,1.79,23:48,2023-03-20,20.6,Winter,1
200,Microwave,0.7,20:23,2023-12-08,13.8,Fall,3
347,Dishwasher,0.38,13:02,2023-09-23,37.6,Summer,2
317,Computer,1.74,04:35,2023-04-24,-3.6,Spring,2
211,Heater,2.2,03:29,2023-05-08,39.1,Spring,2
348,Computer,0.9,22:30,2023-04-01,33.4,Spring,3
246,TV,1.03,07:09,2023-04-19,21.4,Spring,2
75,TV,0.78,19:33,2023-06-18,4.9,Spring,3
135,TV,1.6,10:14,2023-06-18,-6.8,Spring,5
137,Washing Machine,1.44,16:19,2023-12-21,0.7,Fall,4
24,Computer,1.42,09:42,2023-12-22,35.1,Fall,4
133,Air Conditioning,4.73,02:24,2023-02-14,39.0,Winter,4
174,TV,1.87,21:24,2023-05-12,33.0,Spring,1
177,Microwave,1.5,03:07,2023-03-01,33.7,Winter,5
344,Air Conditioning,2.19,07:05,2023-05-24,20.7,Spring,1
34,Dishwasher,0.66,12:26,2023-09-16,4.6,Summer,5
232,Computer,1.53,15:06,2023-07-27,9.3,Summer,3
373,Microwave,0.67,12:30,2023-11-02,33.1,Fall,5
369,Microwave,1.83,04:44,2023-06-20,18.8,Spring,4
39,Air Conditioning,4.85,09:26,2023-09-03,26.2,Summer,3
487,Washing Machine,1.95,11:48,2023-12-01,-8.3,Fall,4
187,Oven,0.33,13:59,2023-01-06,-9.9,Winter,3
226,Microwave,1.66,17:23,2023-02-18,30.2,Winter,5
447,Computer,1.38,09:37,2023-01-16,-2.3,Winter,5
391,Oven,1.59,02:57,2023-05-27,-1.1,Spring,3
192,Washing Machine,0.52,06:45,2023-03-09,31.7,Winter,4
79,Heater,4.03,03:43,2023-04-02,32.6,Spring,5
428,Microwave,1.02,18:47,2023-04-03,28.9,Spring,4
306,Washing Machine,1.79,12:47,2023-06-24,11.6,Spring,4
277,Fridge,0.1,23:23,2023-07-03,-1.0,Summer,3
13,Washing Machine,1.07,15:30,2023-04-24,18.0,Spring,2
67,Computer,1.55,15:57,2023-11-04,-6.0,Fall,5
500,Dishwasher,0.74,12:51,2023-10-23,15.1,Fall,4
414,TV,0.21,11:32,2023-10-29,34.0,Fall,5
475,Computer,0.87,06:04,2023-11-22,24.7,Fall,1
256,Washing Machine,1.19,16:08,2023-02-16,0.2,Winter,5
91,TV,0.63,15:00,2023-11-13,-0.2,Fall,1
118,Heater,3.66,03:41,2023-05-20,18.4,Spring,5
312,Oven,0.31,21:06,2023-01-06,17.3,Winter,4
38,Heater,3.18,00:44,2023-06-28,19.7,Spring,5
260,Microwave,0.49,02:59,2023-07-02,0.3,Summer,5
217,Oven,1.79,13:54,2023-02-28,36.5,Winter,3
408,Computer,0.83,19:49,2023-09-24,24.7,Summer,3
272,Dishwasher,0.6,18:05,2023-08-24,-4.9,Summer,5
120,Computer,1.07,01:41,2023-08-11,17.2,Summer,2
192,Fridge,0.37,21:45,2023-11-14,-1.1,Fall,2
178,Heater,3.73,14:57,2023-02-11,29.0,Winter,1
499,TV,1.46,22:43,2023-11-27,7.2,Fall,1
413,Dishwasher,0.92,12:08,2023-08-24,35.9,Summer,5
426,Microwave,0.26,07:23,2023-02-12,24.3,Winter,2
73,Washing Machine,1.83,17:39,2023-01-25,36.2,Winter,5
345,Computer,1.54,16:07,2023-04-16,18.9,Spring,3
430,Washing Machine,0.62,12:13,2023-09-19,11.8,Summer,4
484,Microwave,1.0,09:08,2023-06-23,29.7,Spring,5
259,Computer,0.28,10:19,2023-01-30,21.6,Winter,5
444,TV,0.92,04:15,2023-09-17,35.3,Summer,5
152,Air Conditioning,2.2,16:30,2023-11-06,32.8,Fall,5
313,Air Conditioning,4.16,18:01,2023-05-19,7.6,Spring,4
291,Oven,1.06,06:18,2023-09-27,34.9,Summer,3
86,Washing Machine,0.6,11:17,2023-04-28,38.2,Spring,5
60,Washing Machine,1.83,00:24,2023-07-19,10.6,Summer,5
450,Microwave,0.68,16:47,2023-11-01,21.9,Fall,1
314,Air Conditioning,3.13,00:55,2023-03-12,34.3,Winter,5
477,Air Conditioning,3.05,20:44,2023-06-01,38.9,Spring,2
135,Heater,3.72,04:50,2023-10-18,21.7,Fall,5
258,Washing Machine,0.48,00:59,2023-04-18,34.8,Spring,1
91,Air Conditioning,4.7,03:45,2023-12-01,27.3,Fall,1
217,Air Conditioning,3.23,16:33,2023-07-19,26.2,Summer,1
192,Computer,0.47,02:24,2023-09-28,28.1,Summer,3
319,Oven,1.17,08:49,2023-03-15,27.7,Winter,3
327,TV,0.89,04:47,2023-10-22,-7.5,Fall,3
56,Fridge,0.26,18:36,2023-07-11,21.6,Summer,3
267,Oven,1.54,19:04,2023-12-04,36.7,Fall,5
146,Computer,0.93,15:06,2023-02-01,-1.4,Winter,5
473,Washing Machine,1.83,10:29,2023-10-06,19.5,Fall,2
95,Computer,0.25,08:24,2023-03-24,22.2,Winter,5
465,Microwave,1.8,15:56,2023-10-08,31.0,Fall,4
467,Heater,3.19,02:37,2023-04-11,-10.0,Spring,3
295,Washing Machine,1.98,01:45,2023-03-08,7.8,Winter,2
465,Dishwasher,0.87,02:18,2023-07-04,13.4,Summer,4
168,Oven,1.67,06:40,2023-06-06,1.8,Spring,5
462,Heater,4.45,15:28,2023-06-12,0.3,Spring,2
63,Air Conditioning,3.08,21:56,2023-03-11,17.9,Winter,5
121,Computer,1.14,22:32,2023-05-02,6.6,Spring,2
235,Fridge,0.5,11:42,2023-07-01,36.6,Summer,5
248,Heater,3.4,14:22,2023-04-02,14.6,Spring,4
497,TV,1.72,05:03,2023-02-05,25.8,Winter,1
205,Heater,4.71,18:19,2023-05-09,10.0,Spring,3
298,Lights,1.93,00:24,2023-08-03,-4.8,Summer,2
231,Fridge,0.13,21:46,2023-12-20,-4.3,Fall,5
482,Fridge,0.29,15:49,2023-11-05,37.7,Fall,3
326,Fridge,0.43,00:47,2023-02-11,11.7,Winter,2
16,Heater,3.11,14:45,2023-01-22,7.1,Winter,1
417,Heater,2.53,20:15,2023-03-23,15.2,Winter,5
81,Air Conditioning,4.57,04:49,2023-07-28,13.6,Summer,2
200,TV,1.63,10:04,2023-07-16,39.2,Summer,3
156,Computer,1.71,02:36,2023-01-01,27.0,Winter,1
304,Lights,0.9,20:12,2023-02-25,14.7,Winter,3
94,Air Conditioning,4.4,05:20,2023-10-23,26.8,Fall,3
127,Heater,2.39,23:35,2023-10-03,31.3,Fall,3
56,Washing Machine,0.21,11:56,2023-09-21,19.2,Summer,3
405,Computer,0.72,21:23,2023-05-01,-4.2,Spring,4
212,Oven,1.0,02:37,2023-12-23,-4.1,Fall,1
98,Washing Machine,0.7,03:14,2023-05-19,34.9,Spring,2
310,Air Conditioning,3.16,18:02,2023-03-26,27.5,Winter,1
278,Computer,1.14,05:27,2023-11-05,40.0,Fall,3
360,Computer,1.44,05:05,2023-02-20,2.0,Winter,5
385,Computer,0.31,17:16,2023-01-08,35.0,Winter,5
36,Oven,0.3,06:43,2023-07-22,18.2,Summer,4
268,Oven,1.53,11:57,2023-01-26,31.7,Winter,1
188,Heater,3.4,17:21,2023-12-24,35.0,Fall,5
233,TV,1.78,20:29,2023-03-16,26.2,Winter,4
376,Microwave,1.75,04:18,2023-01-23,8.3,Winter,1
158,Lights,0.37,11:30,2023-07-08,-9.9,Summer,1
301,Washing Machine,0.89,05:57,2023-04-07,-0.0,Spring,3
452,Oven,1.12,07:32,2023-01-17,9.2,Winter,4
91,Air Conditioning,4.93,21:34,2023-11-10,3.8,Fall,2
2,Heater,4.03,00:49,2023-07-18,16.5,Summer,3
54,Dishwasher,0.62,13:05,2023-12-31,25.8,Fall,2
25,Heater,2.62,00:09,2023-08-07,33.8,Summer,2
422,Fridge,0.25,01:02,2023-07-25,-5.5,Summer,1
132,Oven,0.62,07:14,2023-09-02,30.6,Summer,4
367,Lights,0.36,10:39,2023-01-14,38.4,Winter,5
347,Heater,3.86,14:59,2023-04-05,33.7,Spring,5
304,Heater,2.25,05:09,2023-04-29,-0.1,Spring,3
182,TV,1.44,02:40,2023-05-27,6.4,Spring,3
312,TV,0.91,19:13,2023-05-29,25.2,Spring,5
488,Fridge,0.24,23:49,2023-07-16,31.8,Summer,1
34,Microwave,0.83,19:02,2023-12-18,36.8,Fall,5
243,Fridge,0.38,09:50,2023-03-27,8.6,Winter,2
460,Air Conditioning,2.04,09:26,2023-10-31,30.7,Fall,2
78,Computer,1.01,01:17,2023-03-10,33.5,Winter,4
156,Oven,0.52,11:41,2023-06-06,37.6,Spring,4
204,Microwave,1.68,12:15,2023-01-19,4.1,Winter,5
270,Fridge,0.41,21:55,2023-09-14,39.7,Summer,5
157,Washing Machine,0.69,21:10,2023-09-29,2.1,Summer,1
54,Fridge,0.14,14:49,2023-09-11,30.8,Summer,5
49,TV,1.13,23:02,2023-03-18,35.8,Winter,1
25,Lights,0.62,15:59,2023-07-19,38.6,Summer,3
433,Air Conditioning,3.8,18:03,2023-05-28,25.4,Spring,5
178,Washing Machine,1.85,13:36,2023-03-06,26.5,Winter,4
103,Air Conditioning,4.24,08:49,2023-03-23,28.1,Winter,5
75,Oven,1.09,23:18,2023-05-26,21.4,Spring,3
190,Washing Machine,0.95,05:45,2023-09-06,2.7,Summer,4
66,Fridge,0.2,20:39,2023-04-25,2.8,Spring,3
462,Oven,1.64,06:00,2023-05-04,36.2,Spring,5
218,Oven,1.96,22:58,2023-10-02,9.4,Fall,5
425,Dishwasher,1.33,00:21,2023-08-14,32.8,Summer,3
343,Oven,0.27,19:35,2023-07-28,12.2,Summer,4
283,Dishwasher,1.72,10:09,2023-05-19,29.5,Spring,5
356,Oven,1.14,02:12,2023-08-13,12.3,Summer,1
170,Air Conditioning,3.38,11:10,2023-12-07,17.2,Fall,5
153,Lights,0.84,22:33,2023-09-08,23.0,Summer,1
118,Oven,1.0,06:19,2023-01-29,-8.2,Winter,5
433,Washing Machine,1.47,04:10,2023-05-18,19.0,Spring,4
352,Fridge,0.18,18:01,2023-03-14,2.2,Winter,4
277,Lights,1.72,15:10,2023-01-18,33.2,Winter,3
350,Computer,0.7,18:11,2023-04-01,9.0,Spring,4
235,Washing Machine,1.77,22:06,2023-12-02,14.8,Fall,4
201,Lights,0.43,15:02,2023-06-26,10.8,Spring,4
325,Air Conditioning,4.87,05:15,2023-10-11,16.7,Fall,5
398,Air Conditioning,3.46,13:19,2023-10-21,30.9,Fall,3
316,Dishwasher,1.67,00:09,2023-11-30,-6.0,Fall,5
295,Heater,2.26,00:12,2023-03-08,8.1,Winter,1
392,Microwave,0.71,16:57,2023-02-27,8.3,Winter,4
485,Computer,1.34,07:33,2023-11-21,28.1,Fall,1
408,Computer,1.88,06:44,2023-04-04,20.2,Spring,1
229,Washing Machine,0.98,23:02,2023-01-24,38.5,Winter,2
